gameweek,player_id,web_name,position,team_name,xp_predicted,now_cost_at_prediction,selected_by_percent_at_prediction,actual_points
1,176,Dasilva,DEF,Coventry City,0.17,4.0,0.8,1.0
1,175,van Ewijk,DEF,Coventry City,0.17,4.0,14.5,1.0
1,174,Kitching,DEF,Coventry City,0.17,4.0,0.7,0.0
1,173,Thomas,DEF,Coventry City,0.17,4.0,7.8,3.0
1,172,Wilson,GKP,Coventry City,0.17,4.5,0.5,0.0
1,171,Dovin,GKP,Coventry City,0.17,4.0,2.0,0.0
1,110,Rushworth,GKP,Coventry City,0.17,4.5,1.0,1.0
1,583,Chavarria,DEF,Chelsea,0.52,5.0,0.2,1.0
1,424,Amass,DEF,Man Utd,0.7,4.0,0.2,0.0
1,575,Yirenkyi,MID,Coventry City,0.09,5.0,0.2,1.0
1,443,Gillespie,GKP,Newcastle,0.35,4.5,0.0,0.0
1,441,Obi,FWD,Man Utd,0.23,4.5,1.2,0.0
1,436,Collyer,MID,Man Utd,0.35,5.0,0.0,0.0
1,429,Rashford,MID,Man Utd,0.35,7.0,1.5,1.0
1,182,Amenda,DEF,Coventry City,0.17,4.0,0.8,1.0
1,181,Brau,DEF,Coventry City,0.17,4.0,0.0,0.0
1,180,Woolfenden,DEF,Coventry City,0.17,4.0,0.2,0.0
1,179,Latibeaudiere,DEF,Coventry City,0.17,4.0,0.1,0.0
1,178,Bidwell,DEF,Coventry City,0.17,4.0,0.1,0.0
1,177,Kesler-Hayden,DEF,Coventry City,0.17,4.0,0.1,0.0
1,280,Coyle,DEF,Hull City,0.35,4.0,0.6,6.0
1,279,Ajayi,DEF,Hull City,0.35,4.0,0.9,14.0
1,277,Egan,DEF,Hull City,0.35,4.0,1.9,8.0
1,334,Muharemović,DEF,Leeds,0.52,5.0,2.6,6.0
1,592,Ouattara,DEF,Ipswich Town,0.7,4.0,0.1,1.0
1,591,Enciso,MID,Ipswich Town,0.35,5.5,0.0,5.0
1,571,Florentino,MID,Ipswich Town,0.35,5.0,0.1,0.0
1,564,Scherpen,GKP,Ipswich Town,0.7,4.5,0.5,2.0
1,576,Stroud,MID,Hull City,0.17,5.0,0.1,3.0
1,574,Hjertø-Dahl,MID,Hull City,0.17,5.0,0.1,0.0
1,572,Tzolakis,GKP,Hull City,0.35,4.5,0.4,10.0
1,461,Touré,MID,Newcastle,0.17,6.0,0.3,0.0
1,444,Jaouen,GKP,Newcastle,0.35,4.5,0.0,0.0
1,578,Mudryk,MID,Chelsea,0.26,5.5,0.0,0.0
1,568,Barco,MID,Chelsea,0.26,5.5,0.1,0.0
1,561,Anselmino,DEF,Chelsea,0.52,4.5,0.0,0.0
1,560,Penders,GKP,Chelsea,0.52,4.5,0.1,0.0
1,166,N.Jackson,FWD,Chelsea,0.17,6.5,0.3,0.0
1,164,Quenda,MID,Chelsea,0.26,5.5,0.0,1.0
1,567,Horníček,GKP,Newcastle,0.35,5.0,0.6,1.0
1,559,Bamba,MID,Newcastle,0.17,5.0,0.1,1.0
1,462,Steur,MID,Newcastle,0.17,5.0,0.1,1.0
1,504,Vuskovic,DEF,Brighton,0.52,5.0,2.7,6.0
1,135,Yohanna,MID,Brighton,0.26,5.0,0.1,1.0
1,153,Disasi,DEF,Chelsea,0.52,4.5,0.1,0.0
1,152,Palestra,DEF,Chelsea,0.52,5.5,2.6,0.0
1,556,Targett,DEF,Hull City,0.35,4.0,2.8,1.0
1,296,Akintola,MID,Hull City,0.17,5.0,0.0,0.0
1,295,McBurnie,FWD,Hull City,0.12,5.5,1.5,5.0
1,292,Ömür,MID,Hull City,0.17,5.0,0.0,0.0
1,290,Slater,MID,Hull City,0.17,4.5,2.4,6.0
1,562,Maeda,MID,Ipswich Town,0.35,5.5,0.4,2.0
1,554,Van Oevelen,GKP,Ipswich Town,0.7,4.5,0.1,0.0
1,324,Mehmeti,MID,Ipswich Town,0.35,5.0,0.1,0.0
1,105,Anthony,MID,Brentford,0.26,6.0,0.2,1.0
1,479,Bindon,DEF,Nott'm Forest,0.7,4.0,0.2,0.0
1,476,O.Richards,DEF,Nott'm Forest,0.7,4.0,0.2,0.0
1,120,Svoboda,DEF,Brighton,0.52,5.0,0.0,0.0
1,119,Costinha,DEF,Brighton,0.52,4.5,0.0,1.0
1,495,Austin,GKP,Spurs,0.52,4.0,0.7,0.0
1,590,Benda,GKP,Nott'm Forest,0.7,4.5,0.0,0.0
1,581,Diomande,DEF,Nott'm Forest,0.7,5.5,0.5,0.0
1,558,Schlager,MID,Nott'm Forest,0.35,5.0,0.1,1.0
1,93,Schuster,DEF,Brentford,0.52,4.5,0.2,0.0
1,92,Ji-soo,DEF,Brentford,0.52,4.5,0.0,0.0
1,573,Sanchez,DEF,Bournemouth,0.17,4.5,0.2,0.0
1,566,Silva,DEF,Bournemouth,0.17,5.0,0.3,2.0
1,111,Steele,GKP,Brighton,0.52,4.0,4.3,0.0
1,565,Sangaré,MID,Brentford,0.26,5.5,2.2,14.0
1,108,Wilson,FWD,Brentford,0.17,5.5,0.3,1.0
1,323,McAteer,MID,Ipswich Town,0.35,4.5,1.4,1.0
1,322,Al-Hamadi,FWD,Ipswich Town,0.23,5.0,0.1,0.0
1,321,Walle Egeli,FWD,Ipswich Town,0.23,4.5,2.1,1.0
1,320,Akpom,FWD,Ipswich Town,0.23,5.0,0.5,1.0
1,318,Philogene,MID,Ipswich Town,0.35,5.5,0.2,0.0
1,317,Hirst,FWD,Ipswich Town,0.23,5.0,0.4,0.0
1,316,Emersonn,FWD,Ipswich Town,0.23,5.5,0.4,9.0
1,315,Fatawu,MID,Ipswich Town,0.35,5.5,0.3,2.0
1,314,Ogbene,MID,Ipswich Town,0.35,5.0,0.0,0.0
1,313,Clarke,MID,Ipswich Town,0.35,5.5,0.3,7.0
1,309,Núñez,MID,Ipswich Town,0.35,5.0,0.1,4.0
1,308,Furlong,DEF,Ipswich Town,0.7,4.0,0.6,0.0
1,523,Moore,MID,Spurs,0.26,5.0,0.2,2.0
1,557,Tzolis,MID,Arsenal,0.35,6.5,15.7,6.0
1,23,Fábio Vieira,MID,Arsenal,0.35,5.5,0.0,0.0
1,39,Nedeljkovic,DEF,Aston Villa,0.52,4.0,0.8,0.0
2,115,De Cuyper,DEF,Brighton,1.85,4.5,4.9,
2,123,Hinshelwood,MID,Brighton,1.8,6.0,1.5,
2,565,M.Sangaré,MID,Brentford,0.51,5.5,5.8,
2,335,Stach,MID,Leeds,2.59,6.0,1.4,
2,154,Palmer,MID,Chelsea,4.6,9.5,12.0,
2,88,Kayode,DEF,Brentford,3.64,4.5,5.4,
2,367,Gakpo,MID,Liverpool,3.58,7.0,4.8,
2,10,White,DEF,Arsenal,1.01,5.5,5.5,
2,236,Dewsbury-Hall,MID,Everton,2.9,6.5,4.2,
2,15,Ødegaard,MID,Arsenal,1.22,6.5,10.4,
2,165,João Pedro,FWD,Chelsea,4.8,7.5,65.4,
2,388,Guéhi,DEF,Man City,4.3,6.0,18.3,
2,332,Justin,DEF,Leeds,2.23,4.5,0.8,
2,86,Lewis-Potter,MID,Brentford,2.32,5.5,0.7,
2,68,Tavernier,MID,Bournemouth,3.57,6.0,2.0,
2,572,Tzolakis,GKP,Hull City,1.2,4.5,1.6,
2,327,Bijol,DEF,Leeds,2.1,5.0,0.6,
2,454,Elanga,MID,Newcastle,1.5,6.0,1.4,
2,544,Xhaka,MID,Sunderland,3.15,5.5,4.5,
2,12,Saka,MID,Arsenal,2.44,9.5,10.3,
2,8,Calafiori,DEF,Arsenal,2.43,5.5,41.0,
2,98,Janelt,MID,Brentford,1.51,5.0,0.3,
2,237,Ndiaye,MID,Everton,3.31,6.0,16.1,
2,385,Trafford,GKP,Leeds,0.77,5.0,3.5,
2,316,Emersonn,FWD,Ipswich Town,0.26,5.5,1.1,
2,391,Gvardiol,DEF,Man City,2.34,5.5,12.4,
2,277,Egan,DEF,Hull City,1.2,4.0,1.9,
2,249,Barry,FWD,Everton,2.31,5.5,1.9,
2,87,Ajer,DEF,Brentford,1.97,4.5,3.8,
2,40,Rogers,MID,Chelsea,5.11,7.5,25.2,
2,368,Szoboszlai,MID,Liverpool,3.67,7.0,42.6,
2,399,Cherki,MID,Man City,2.0,7.5,9.5,
2,244,Armstrong,MID,Everton,0.87,5.0,0.2,
2,130,Wieffer,DEF,Brighton,1.87,5.0,0.4,
2,313,Clarke,MID,Ipswich Town,0.0,5.5,0.3,
2,82,Kelleher,GKP,Brentford,2.98,5.0,6.2,
2,226,Pickford,GKP,Everton,2.9,5.5,8.5,
2,268,King,MID,Fulham,1.61,5.5,0.3,
2,460,Willock,MID,Newcastle,0.69,5.0,0.2,
2,127,Gomez,MID,Brighton,1.94,5.0,3.8,
2,26,Havertz,FWD,Arsenal,0.91,7.5,6.8,
2,557,Tzolis,MID,Arsenal,0.35,6.5,25.7,
2,334,Muharemović,DEF,Leeds,0.97,5.0,3.4,
2,282,Giles,DEF,Hull City,1.21,4.0,0.9,
2,290,Slater,MID,Hull City,0.66,4.5,3.5,
2,569,Gonzalo,FWD,Fulham,0.38,6.0,2.6,
2,116,Dunk,DEF,Brighton,2.01,4.5,1.1,
2,114,Boscagli,DEF,Brighton,0.85,4.5,0.2,
2,109,Verbruggen,GKP,Brighton,2.14,4.5,21.7,
2,11,Mosquera,DEF,Arsenal,0.99,5.5,6.0,
2,200,Lacroix,DEF,Chelsea,4.48,6.0,9.3,
2,1,Raya,GKP,Arsenal,2.61,6.0,38.0,
2,229,Tarkowski,DEF,Everton,3.39,6.0,8.9,
2,230,Branthwaite,DEF,Everton,1.08,5.5,1.8,
2,504,Vuskovic,DEF,Brighton,0.66,5.0,2.5,
2,258,Castagne,DEF,Fulham,2.08,4.5,0.4,
2,233,Mykolenko,DEF,Everton,2.79,4.5,1.6,
2,329,Rodon,DEF,Leeds,2.92,4.5,3.6,
2,330,Bogle,DEF,Leeds,3.32,4.5,0.6,
2,84,Collins,DEF,Brentford,3.25,5.5,2.0,
2,97,Jensen,MID,Brentford,2.56,5.5,0.2,
2,338,Ampadu,MID,Leeds,2.58,5.5,1.4,
2,371,Gravenberch,MID,Liverpool,2.57,6.0,2.0,
2,473,Aina,DEF,Nott'm Forest,1.25,4.5,3.6,
2,4,Gabriel,DEF,Arsenal,2.63,8.0,29.4,
2,551,Angulo,MID,Sunderland,1.16,5.0,0.1,
2,295,McBurnie,FWD,Hull City,0.46,5.5,1.8,
2,125,Georginio,FWD,Brighton,1.25,5.5,1.0,
2,267,Lukić,MID,Ipswich Town,1.24,5.0,0.1,
2,79,Evanilson,FWD,Bournemouth,3.03,6.0,2.7,
2,309,Núñez,MID,Ipswich Town,0.33,5.0,0.1,
2,210,Wharton,MID,Crystal Palace,1.74,5.5,0.9,
2,465,Osula,FWD,Newcastle,1.39,6.0,1.1,
2,472,Murillo,DEF,Nott'm Forest,1.61,5.5,1.7,
2,377,Munoz,MID,Liverpool,0.0,6.5,0.6,
2,464,Wissa,FWD,Newcastle,1.16,6.0,2.4,
2,304,O'Shea,DEF,Ipswich Town,0.65,4.0,3.5,
2,498,Senesi,DEF,Spurs,4.3,6.0,8.0,
2,483,Ndoye,MID,Nott'm Forest,0.95,5.5,0.4,
2,502,Robertson,DEF,Spurs,1.94,4.5,3.9,
2,255,J.Cuenca,DEF,Fulham,1.24,4.5,0.0,
2,242,George,MID,Everton,0.73,5.5,0.3,
2,247,Hackney,MID,Everton,0.48,5.5,0.3,
2,214,Kamada,MID,Crystal Palace,1.36,5.0,0.3,
2,7,Lewis-Skelly,MID,Arsenal,0.47,5.5,0.7,
2,151,Acheampong,DEF,Chelsea,1.37,4.5,0.3,
2,13,Rice,MID,Arsenal,2.23,7.5,17.6,
2,173,Thomas,DEF,Coventry City,1.2,4.0,8.0,
2,95,O.Dango,MID,Brentford,3.05,6.5,1.2,
2,260,Wilson,MID,Leeds,3.18,6.5,6.0,
2,94,Schade,MID,Brentford,3.94,6.0,3.5,
2,337,Aaronson,MID,Leeds,2.82,5.5,0.9,
2,70,Kluivert,MID,Bournemouth,1.41,6.0,1.2,
2,71,Cook,MID,Bournemouth,0.82,5.0,0.2,
2,384,Donnarumma,GKP,Man City,3.06,5.5,8.3,
2,576,Stroud,MID,Hull City,0.65,5.0,0.1,
2,286,Belloumi,MID,Hull City,0.64,5.0,0.6,
2,202,Richards,DEF,Crystal Palace,2.07,5.0,0.8,
2,246,Röhl,MID,Everton,0.81,5.0,0.1,
2,486,McAtee,MID,Nott'm Forest,0.39,5.5,0.0,
2,445,Thiaw,DEF,Newcastle,3.28,5.0,1.7,
2,447,Botman,DEF,Newcastle,2.16,5.0,0.5,
2,449,Hall,DEF,Newcastle,2.32,5.0,3.9,
2,459,L.Miley,MID,Newcastle,1.49,5.5,0.1,
2,411,Haaland,FWD,Man City,4.86,15.5,68.6,
2,43,Tielemans,MID,Man Utd,2.51,6.0,2.5,
2,162,Andrey Santos,MID,Man Utd,1.89,5.0,1.0,
2,427,Mbeumo,MID,Man Utd,5.55,8.0,37.1,
2,426,B.Fernandes,MID,Man Utd,6.01,12.0,49.9,
2,428,Cunha,MID,Man Utd,4.2,8.0,9.8,
2,57,Petrović,GKP,Bournemouth,2.84,4.5,3.3,
2,453,Barnes,MID,Newcastle,2.37,6.0,1.1,
2,467,Sels,GKP,Nott'm Forest,1.63,5.0,1.6,
2,469,N.Williams,DEF,Nott'm Forest,2.34,5.0,9.6,
2,51,George Hemmings,MID,Aston Villa,0.32,4.5,0.7,
2,47,Kamara,MID,Aston Villa,0.89,5.0,0.4,
2,46,Barkley,MID,Aston Villa,0.72,5.0,0.2,
2,41,Buendía,MID,Aston Villa,1.4,6.0,1.3,
2,488,I.Sangaré,MID,Nott'm Forest,1.3,5.0,1.0,
2,491,Igor Jesus,FWD,Nott'm Forest,1.63,6.0,4.1,
2,471,Milenković,DEF,Nott'm Forest,2.11,5.5,1.9,
2,552,Brobbey,FWD,Sunderland,2.8,6.0,13.5,
2,514,Tel,MID,Spurs,2.11,6.0,0.5,
2,522,Gray,MID,Spurs,2.11,5.0,0.2,
2,496,Kinsky,GKP,Spurs,1.44,4.5,23.4,
2,455,Tonali,MID,Spurs,3.16,5.5,4.0,
2,523,Moore,MID,Spurs,0.65,5.0,0.2,
2,527,Richarlison,FWD,Spurs,2.97,6.0,3.1,
2,534,Hume,DEF,Sunderland,4.38,4.5,6.7,
2,397,Semenyo,MID,Man City,3.88,8.5,25.3,
2,390,Rúben,DEF,Man City,2.51,5.5,1.8,
2,393,Khusanov,DEF,Man City,1.77,5.5,1.8,
2,366,Wirtz,MID,Liverpool,3.16,7.5,12.2,
2,566,Silva,DEF,Bournemouth,0.88,5.0,0.3,
2,124,Groß,MID,Brighton,1.27,5.5,13.6,
2,306,Greaves,DEF,Ipswich Town,0.64,4.0,1.5,
2,305,Davis,DEF,Ipswich Town,0.64,4.0,5.1,
2,259,Diop,DEF,Ipswich Town,0.82,4.0,17.7,
2,562,Maeda,MID,Ipswich Town,0.36,5.5,0.4,
2,564,Scherpen,GKP,Ipswich Town,0.64,4.5,0.7,
2,315,Fatawu,MID,Ipswich Town,0.34,5.5,0.2,
2,387,O'Reilly,DEF,Man City,3.88,6.5,21.2,
2,369,Ngumoha,MID,Liverpool,1.17,6.0,1.1,
2,379,Isak,FWD,Liverpool,1.25,9.0,16.8,
2,69,Scott,MID,Bournemouth,2.74,6.0,1.5,
2,67,Rayan,MID,Bournemouth,1.64,6.5,2.8,
2,350,A.Becker,GKP,Liverpool,2.38,5.5,3.7,
2,356,Virgil,DEF,Liverpool,3.91,6.5,19.6,
2,129,Ayari,MID,Brighton,1.25,5.5,0.7,
2,570,Palacios,MID,Fulham,0.48,5.5,0.2,
2,261,Iwobi,MID,Fulham,2.44,5.5,1.0,
2,264,Bobb,MID,Fulham,1.41,5.5,0.3,
2,250,Leno,GKP,Fulham,2.92,4.5,3.1,
2,265,Berge,MID,Fulham,2.4,5.0,0.4,
2,140,Sánchez,GKP,Chelsea,3.69,5.0,2.4,
2,289,Crooks,MID,Hull City,0.63,4.5,0.7,
2,241,McNeil,MID,Crystal Palace,1.01,5.5,0.2,
2,223,Mateta,FWD,Crystal Palace,2.2,6.5,5.5,
2,184,Grimes,MID,Coventry City,0.63,5.0,0.2,
2,190,Tchaouna,MID,Coventry City,0.64,5.5,0.2,
2,194,Thomas-Asante,FWD,Coventry City,0.45,5.0,0.8,
2,195,Simms,FWD,Coventry City,0.44,5.0,1.0,
2,198,Henderson,GKP,Crystal Palace,1.97,5.0,1.9,
2,542,E.Le Fée,MID,Sunderland,4.12,6.0,9.5,
2,104,Onyeka,MID,Coventry City,0.7,5.0,0.2,
2,545,Sadiki,MID,Sunderland,3.1,5.0,0.3,
2,16,Madueke,MID,Arsenal,0.81,6.5,0.3,
2,553,Isidor,FWD,Sunderland,1.13,5.5,0.9,
2,525,Fernandes,MID,Spurs,2.83,6.0,1.8,
2,526,Solanke,FWD,Spurs,1.02,6.0,1.4,
2,529,Roefs,GKP,Sunderland,3.64,5.0,4.2,
2,535,Alderete,DEF,Sunderland,3.15,5.0,0.5,
2,536,Reinildo,DEF,Sunderland,2.98,4.5,0.5,
2,14,Eze,MID,Arsenal,1.33,6.5,1.9,
2,110,Rushworth,GKP,Coventry City,1.19,4.5,1.2,
2,175,van Ewijk,DEF,Coventry City,1.19,4.0,13.4,
2,176,Dasilva,DEF,Coventry City,1.19,4.0,0.9,
2,182,Amenda,DEF,Coventry City,1.19,4.0,0.9,
2,520,Bergvall,MID,Spurs,1.6,5.5,0.2,
2,506,Udogie,DEF,Spurs,1.34,4.5,0.5,
2,515,Maddison,MID,Spurs,0.0,6.5,1.3,
2,516,Bentancur,MID,Spurs,1.71,5.5,0.2,
2,478,Netz,DEF,Nott'm Forest,0.12,4.5,0.0,
2,490,Wood,FWD,Nott'm Forest,0.61,6.0,1.7,
2,493,Kalimuendo,FWD,Nott'm Forest,0.0,5.5,0.1,
2,558,Schlager,MID,Nott'm Forest,0.0,5.0,0.1,
2,112,Van Hecke,DEF,Spurs,4.42,5.0,10.2,
2,188,Torp,MID,Coventry City,0.0,5.5,0.2,
2,492,Awoniyi,FWD,Coventry City,0.45,5.5,0.8,
2,575,Yirenkyi,MID,Coventry City,0.64,5.0,0.3,
2,584,Hamer,MID,Coventry City,0.0,5.5,0.2,
2,42,Guessand,MID,Crystal Palace,0.43,5.5,0.0,
2,583,Chavarria,DEF,Chelsea,0.0,5.0,0.2,
2,45,McGinn,MID,Aston Villa,1.71,5.5,3.1,
2,559,Bamba,MID,Newcastle,0.0,5.0,0.1,
2,567,Horníček,GKP,Newcastle,0.84,5.0,0.7,
2,593,Dedić,DEF,Newcastle,0.84,4.5,0.3,
2,474,Jair Cunha,DEF,Nott'm Forest,0.6,4.5,0.2,
2,446,Schär,DEF,Newcastle,0.92,5.0,0.3,
2,462,Steur,MID,Newcastle,0.48,5.0,0.1,
2,33,Mings,DEF,Aston Villa,0.75,4.5,0.4,
2,35,Bogarde,MID,Aston Villa,0.37,5.0,0.1,
2,52,Alysson,MID,Aston Villa,0.0,5.0,0.0,
2,155,Enzo,MID,Chelsea,4.6,7.0,5.0,
2,156,Neto,MID,Chelsea,3.31,6.5,1.3,
2,157,Estêvão,MID,Chelsea,1.6,6.5,1.2,
2,161,Lavia,MID,Chelsea,0.96,5.0,0.1,
2,164,Quenda,MID,Chelsea,0.0,5.5,0.0,
2,183,Rudoni,MID,Coventry City,0.0,5.0,0.1,
2,160,Garnacho,MID,Aston Villa,0.87,6.0,0.6,
2,596,Ruggeri,DEF,Aston Villa,0.0,4.5,0.1,
2,60,Hill,DEF,Bournemouth,2.11,5.5,0.9,
2,61,Truffert,DEF,Bournemouth,3.31,5.5,4.3,
2,429,Rashford,MID,Man Utd,0.0,7.0,1.7,
2,432,Mainoo,MID,Man Utd,1.25,5.5,1.0,
2,435,Lacey,MID,Man Utd,0.0,5.0,0.0,
2,439,Šeško,FWD,Man Utd,2.02,7.0,1.6,
2,412,Lammens,GKP,Man Utd,3.7,5.0,16.0,
2,211,Yeremy,MID,Crystal Palace,1.54,5.5,0.2,
2,222,Strand Larsen,FWD,Crystal Palace,1.15,6.0,0.6,
2,203,Canvot,DEF,Crystal Palace,1.09,5.0,0.3,
2,204,Mitchell,DEF,Crystal Palace,2.19,4.5,6.0,
2,417,Dalot,DEF,Man Utd,3.25,5.0,2.6,
2,418,Maguire,DEF,Man Utd,2.89,5.0,17.6,
2,421,Heaven,DEF,Man Utd,1.93,4.5,0.4,
2,422,Mazraoui,DEF,Man Utd,1.92,4.5,0.7,
2,423,Shaw,DEF,Man Utd,4.69,4.5,20.4,
2,389,Matheus N.,DEF,Man City,2.56,6.0,1.6,
2,395,Lewis,DEF,Man City,1.04,4.5,0.2,
2,398,Foden,MID,Man City,2.85,7.0,4.3,
2,406,Kovačić,MID,Man City,0.07,5.5,0.1,
2,579,Araujo,DEF,Liverpool,0.0,5.5,2.7,
2,238,Grealish,MID,Man City,1.32,6.5,0.2,
2,588,Khalaili,DEF,Crystal Palace,0.0,5.0,0.1,
2,209,Johnson,MID,Everton,1.28,6.0,0.2,
2,239,Garner,MID,Everton,2.5,6.0,0.1,
2,64,Smith,DEF,Bournemouth,1.36,4.5,0.1,
2,72,Gannon-Doak,MID,Bournemouth,0.0,5.0,0.1,
2,73,Adams,MID,Bournemouth,1.15,5.0,0.2,
2,76,Tóth.A,MID,Bournemouth,0.13,5.0,0.0,
2,362,Jacquet,DEF,Liverpool,0.94,5.0,2.4,
2,372,Mac Allister,MID,Liverpool,2.09,5.5,1.7,
2,381,Koumas,MID,Liverpool,0.0,5.0,0.0,
2,346,Calvert-Lewin,FWD,Leeds,3.31,6.0,29.9,
2,336,Okafor,MID,Leeds,1.66,6.0,0.5,
2,339,Longstaff,MID,Leeds,0.72,5.0,0.1,
2,608,Jebbison,FWD,Bournemouth,2.75,5.0,0.0,
2,90,Hickey,DEF,Brentford,0.64,4.5,0.1,
2,108,Wilson,FWD,Brentford,0.0,5.5,0.4,
2,605,Yalcouyé,MID,Brighton,1.52,4.5,0.0,
2,144,Gusto,DEF,Chelsea,3.53,5.0,1.2,
2,148,Hato,DEF,Chelsea,1.83,4.5,0.5,
2,224,Nketiah,FWD,Crystal Palace,0.58,5.5,0.5,
2,577,Tomiyasu,DEF,Crystal Palace,0.0,4.5,0.4,
2,320,Akpom,FWD,Ipswich Town,0.0,5.0,0.5,
2,321,Walle Egeli,FWD,Ipswich Town,0.0,4.5,2.3,
2,323,McAteer,MID,Ipswich Town,0.0,4.5,1.4,
2,592,Ouattara,DEF,Ipswich Town,0.0,4.0,1.1,
2,96,Damsgaard,MID,Brentford,1.86,5.5,0.6,
2,102,Yarmoliuk,MID,Brentford,1.72,5.0,1.2,
2,105,Anthony,MID,Brentford,0.0,6.0,0.2,
2,556,Targett,DEF,Hull City,0.0,4.0,2.4,
2,585,Herrington,DEF,Hull City,0.0,4.0,0.7,
2,281,Drameh,DEF,Hull City,0.0,4.0,0.1,
2,254,Robinson,DEF,Fulham,1.91,4.5,1.7,
2,263,Kevin,MID,Fulham,0.63,5.5,0.1,
2,269,Sessegnon,DEF,Fulham,1.7,4.5,0.4,
2,271,Muniz,FWD,Fulham,0.71,5.5,0.6,
2,580,Charles,MID,Fulham,0.0,5.0,0.1,
2,243,Alcaraz,MID,Everton,0.42,5.0,0.1,
2,248,Beto,FWD,Everton,1.53,5.5,2.6,
2,600,Osman,MID,Brighton,0.0,5.0,0.0,
2,285,McNair,DEF,Hull City,0.0,4.0,0.1,
2,119,Costinha,DEF,Brighton,0.0,4.5,0.0,
2,135,Yohanna,MID,Brighton,0.0,5.0,0.1,
2,138,Kostoulas,FWD,Brighton,0.13,5.5,0.2,
2,17,Merino,MID,Arsenal,0.65,6.0,0.6,
2,539,O'Nien,DEF,Sunderland,1.12,4.0,3.6,
2,541,Meunier,DEF,Sunderland,1.21,4.5,0.3,
2,543,Diarra,MID,Sunderland,1.52,5.5,0.1,
2,548,Rigg,MID,Sunderland,0.98,5.0,0.1,
2,549,Talbi,MID,Sunderland,1.43,5.5,0.2,
2,29,M.Bizot,GKP,Aston Villa,0.52,4.5,0.1,
2,19,Zubimendi,MID,Arsenal,1.54,5.5,1.1,
2,9,Hincapie,DEF,Arsenal,1.17,5.5,1.6,
2,2,Arrizabalaga,GKP,Arsenal,0.05,5.0,0.1,
2,3,Meslier,GKP,Arsenal,0.0,5.0,0.0,
2,28,Martinez,GKP,Aston Villa,1.42,5.0,4.2,
2,31,Konsa,DEF,Arsenal,1.61,4.5,11.7,
2,27,G.Jesus,FWD,Arsenal,0.2,6.0,0.3,
2,25,Gyökeres,FWD,Arsenal,1.61,7.5,7.9,
2,24,Nelson,MID,Arsenal,0.0,5.5,0.0,
2,23,Fábio Vieira,MID,Arsenal,0.0,5.5,0.0,
2,179,Latibeaudiere,DEF,Coventry City,0.0,4.0,0.0,
2,180,Woolfenden,DEF,Coventry City,0.0,4.0,0.2,
2,181,Brau,DEF,Coventry City,0.0,4.0,0.0,
2,519,Gallagher,MID,Spurs,1.77,5.5,0.3,
2,501,Danso,DEF,Spurs,1.73,5.0,0.2,
2,508,Davies,DEF,Spurs,0.35,4.0,1.1,
2,509,Byfield,DEF,Spurs,0.0,4.0,0.1,
2,510,Rowswell,DEF,Spurs,0.0,4.0,0.1,
2,511,Souza,DEF,Spurs,0.17,4.0,0.3,
2,117,Coppola,DEF,Brighton,0.07,4.5,0.0,
2,118,Igor,DEF,Brighton,0.03,4.5,0.1,
2,273,Phillips,GKP,Hull City,0.0,4.0,1.6,
2,126,O'Riley,MID,Brighton,0.15,5.5,0.1,
2,134,Oriola,MID,Brighton,0.0,4.5,0.3,
2,328,Struijk,DEF,Brighton,1.77,5.0,0.2,
2,256,Tete,DEF,Fulham,1.66,4.5,0.3,
2,257,Bassey,DEF,Fulham,2.6,4.5,0.8,
2,262,Smith Rowe,MID,Fulham,1.68,5.5,0.4,
2,270,Reed,MID,Fulham,0.09,4.5,1.5,
2,272,Kusi-Asare,FWD,Fulham,0.0,4.5,7.2,
2,610,De Fougerolles,DEF,Fulham,3.75,4.0,0.0,
2,245,Dibling,MID,Everton,0.22,5.5,0.0,
2,287,Millar,MID,Hull City,0.0,5.0,0.1,
2,288,Dowell,MID,Hull City,0.0,4.5,0.4,
2,292,Ömür,MID,Hull City,0.0,5.0,0.0,
2,111,Steele,GKP,Brighton,0.0,4.0,4.1,
2,296,Akintola,MID,Hull City,0.0,5.0,0.0,
2,574,Hjertø-Dahl,MID,Hull City,0.0,5.0,0.1,
2,589,Gourna-Douath,MID,Hull City,0.0,5.0,0.0,
2,300,Walton,GKP,Ipswich Town,0.0,4.5,0.5,
2,301,Palmer,GKP,Ipswich Town,0.0,4.0,4.6,
2,302,Button,GKP,Ipswich Town,0.0,4.0,0.5,
2,594,David,FWD,Brighton,0.0,6.0,0.3,
2,284,McCarthy,DEF,Hull City,0.0,4.0,0.1,
2,602,Humphreys,MID,Ipswich Town,1.25,4.5,0.0,
2,326,Perri,GKP,Leeds,0.97,4.5,0.6,
2,303,Kipré,DEF,Ipswich Town,0.0,4.0,0.7,
2,307,Johnson,DEF,Ipswich Town,0.0,4.0,0.1,
2,308,Furlong,DEF,Ipswich Town,0.0,4.0,0.6,
2,314,Ogbene,MID,Ipswich Town,0.0,5.0,0.0,
2,91,Pinnock,DEF,Brentford,0.3,4.5,0.1,
2,92,Ji-soo,DEF,Brentford,0.0,4.5,0.0,
2,93,Schuster,DEF,Brentford,0.0,4.5,0.2,
2,103,Dasilva,MID,Brentford,0.0,5.0,0.0,
2,120,Svoboda,DEF,Brighton,0.0,5.0,0.1,
2,136,Welbeck,FWD,Chelsea,3.15,6.0,1.1,
2,142,James,DEF,Chelsea,3.08,5.5,10.2,
